Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Gd0.95V0.6P0.4O4Eu0.05,Gd0.95V0.6P0.4O4,Eu,3,0.05,298,619,172,https://doi.org/10.1021/cm061042a,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,0.672268908,0.067226891,0.605042017,110,64,8,56,255.164662,157.25,15.9994,141.2506,4.75,1.8,0.6,1.2,8.46,3.44,1.2,2.24,11,4,1,3,37.000728,13.618055,6.1498,7.468255,0.264775413,0.252631578,2.315789469,2.319678745,1.087,2.815,1.075,1.13407563,2.815798319,18.92436975,12.74789916,5.81512605,8.336134454,3.655462185,1.117647059
Ca2GdF4PO4Eu0.05,Ca2GdF4PO4,Eu,3,0.05,298,611,394,https://doi.org/10.1364/OE.19.006303,,,0.333333333,0.083333333,0.25,116,64,8,56,263.2995652,157.25,15.9994,141.2506,5.7,1.8,0.5,1.3,11.81,3.98,1,2.98,15,5,1,4,53.79051647,17.42282,6.11315547,11.30966453,0.252328535,0.228070175,2.631578943,2.269823838,1.087,3.203333333,1.075,0.980416667,2.9225,15.58333333,12.83333333,5.5,7.75,1.75,0.583333333
Ca2YF4PO4Eu0.05,Ca2YF4PO4,Eu,3,0.05,298,611,394,https://doi.org/10.1364/OE.19.006303,,,0.333333333,0.083333333,0.25,91,39,8,31,194.9554152,88.90585,15.9994,72.90645,5.7,1.8,0.5,1.3,11.83,3.98,1,2.98,15,5,1,4,53.85797647,17.42282,6.11315547,11.30966453,0.251901944,0.228070175,2.631578943,2.1423672,1.087,3.203333333,1.04,0.9775,2.924166667,13.5,12.83333333,5.333333333,7.25,0.916666667,0
Sr2MgTeO6Eu0.25,Sr2MgTeO6,Eu,3,0.25,298,614,465,https://doi.org/10.1016/j.optlastec.2017.11.046,mp-1078995, icsd-290893,0.6,0.1,0.5,110,52,8,44,255.5244,127.6,15.9994,111.6006,5.5,2,0.6,1.4,7.8,3.44,0.95,2.49,12,4,2,2,35.96896645,13.618055,5.69486745,7.92318755,0.319230769,0.254545454,2.181818178,2.322949091,1.087,2.77,0.86,1.235333333,2.595,18.8,11.8,6,8.8,4,0
Ca2.98TeO6Eu0.01,Ca2.98TeO6,Eu,3,0.01,298,616,394,https://doi.org/10.1016/j.jlumin.2019.03.001,mp-5279, icsd-35085 icsd-16362,0.601202405,0.100200401,0.501002004,80,52,8,44,183.6774,127.6,15.9994,111.6006,3.8,1.8,0.6,1.2,6.54,3.44,1,2.44,10,4,2,2,28.74101847,13.618055,6.11315547,7.50489953,0.373088684,0.315789473,2.63157894,2.2959675,1.087,2.77,1.14,1.22750835,2.577154309,15.99198397,11.81963928,5.795591182,8.19238477,2.004008016,0
Ca2.8TeO6Eu0.1,Ca2.8TeO6,Eu,3,0.1,298,616,394,https://doi.org/10.1016/j.jlumin.2019.03.001,mp-5279, icsd-35085 icsd-16362,0.612244898,0.102040816,0.510204082,80,52,8,44,183.6774,127.6,15.9994,111.6006,3.8,1.8,0.6,1.2,6.54,3.44,1,2.44,10,4,2,2,28.74101847,13.618055,6.11315547,7.50489953,0.373088684,0.315789473,2.63157894,2.2959675,1.087,2.77,1.14,1.229115646,2.606122449,15.91836735,12,5.755102041,8.12244898,2.040816327,0
Ca2.6TeO6Eu0.2,Ca2.6TeO6,Eu,3,0.2,298,616,394,https://doi.org/10.1016/j.jlumin.2019.03.001,mp-5279, icsd-35085 icsd-16362,0.625,0.104166667,0.520833333,80,52,8,44,183.6774,127.6,15.9994,111.6006,3.8,1.8,0.6,1.2,6.54,3.44,1,2.44,10,4,2,2,28.74101847,13.618055,6.11315547,7.50489953,0.373088684,0.315789473,2.63157894,2.2959675,1.087,2.77,1.14,1.230972222,2.639583333,15.83333333,12.20833333,5.708333333,8.041666667,2.083333333,0
Ca3Sr3P4O16Sm0.015,Ca3Sr3P4O16,Sm,3,0.015,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.615384615,0.115384615,0.5,81,38,8,30,174.671162,87.62,15.9994,71.6206,5.4,2,0.6,1.4,7.58,3.44,0.95,2.49,11,4,2,2,35.91276392,13.618055,5.69486745,7.92318755,0.328496042,0.259259259,2.037037033,2.156434098,1.098,2.815,1.14,1.143846154,2.678846154,13.92307692,12.61538462,5.461538462,7.307692308,1.153846154,0
Ca3Sr3P4O16Sm0.03,Ca3Sr3P4O16,Sm,3,0.03,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.615384615,0.115384615,0.5,81,38,8,30,174.671162,87.62,15.9994,71.6206,5.4,2,0.6,1.4,7.58,3.44,0.95,2.49,11,4,2,2,35.91276392,13.618055,5.69486745,7.92318755,0.328496042,0.259259259,2.037037033,2.156434098,1.098,2.815,1.14,1.143846154,2.678846154,13.92307692,12.61538462,5.461538462,7.307692308,1.153846154,0
Ca3Sr3P4O16Sm0.06,Ca3Sr3P4O16,Sm,3,0.06,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.615384615,0.115384615,0.5,81,38,8,30,174.671162,87.62,15.9994,71.6206,5.4,2,0.6,1.4,7.58,3.44,0.95,2.49,11,4,2,2,35.91276392,13.618055,5.69486745,7.92318755,0.328496042,0.259259259,2.037037033,2.156434098,1.098,2.815,1.14,1.143846154,2.678846154,13.92307692,12.61538462,5.461538462,7.307692308,1.153846154,0
Ca3Sr3P4O16Li0.06Sm0.06,Ca3Sr3P4O16Li0.06,Sm,3,0.06,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.613967767,0.002302379,0.611665388,84,38,3,35,181.612162,87.62,6.941,80.679,6.85,2,0.6,1.4,8.56,3.44,0.95,2.49,12,4,1,3,41.30447892,13.618055,5.391714996,8.226340004,0.29088785,0.204379562,1.751824815,2.162049547,1.098,2.815,1.14,1.143284728,2.674934766,13.89792786,12.5886416,5.455871067,7.290867229,1.151189563,0
Ca3Sr3P4O16Na0.06Sm0.06,Ca3Sr3P4O16Na0.06,Sm,3,0.06,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.613967767,0.002302379,0.611665388,92,38,8,30,197.6609313,87.62,15.9994,71.6206,7.2,2,0.6,1.4,8.51,3.44,0.93,2.51,12,4,1,3,41.05184088,13.618055,5.13907696,8.47897804,0.294947121,0.194444444,1.666666664,2.148488383,1.098,2.815,1.14,1.143883346,2.674819647,13.91634689,12.5886416,5.460475825,7.304681504,1.151189563,0
Ca3Sr3P4O16K0.06Sm0.06,Ca3Sr3P4O16K0.06,Sm,3,0.06,298,603,405,https://doi.org/10.1016/j.ceramint.2018.07.276,,,0.613967767,0.002302379,0.611665388,100,38,8,30,213.769462,87.62,15.9994,71.6206,7.6,2.2,0.6,1.6,8.4,3.44,0.82,2.62,12,4,1,3,40.25342765,13.618055,4.34066373,9.27739127,0.311904762,0.210526316,1.578947366,2.13769462,1.098,2.815,1.14,1.144712203,2.674566385,13.93476592,12.5886416,5.465080583,7.318495779,1.151189563,0
Li3Y3Te2O12Eu0.05,Li3Y3Te2O12,Eu,3,0.05,298,611,395,https://doi.org/10.1016/j.jallcom.2012.11.118,mp-1211226,,0.6,0.1,0.5,102,52,3,49,239.44625,127.6,6.941,120.659,5.25,1.8,0.6,1.2,7.74,3.44,0.98,2.46,10,4,1,3,34.236838,13.618055,5.391714996,8.226340004,0.317829457,0.228571428,1.904761901,2.347512255,1.087,2.77,1.04,1.176333333,2.604,16.3,11.8,5.35,7.3,3.65,0
Li3Y3Te2O12Eu0.4,Li3Y3Te2O12,Eu,3,0.4,298,611,395,https://doi.org/10.1016/j.jallcom.2012.11.118,mp-1211226,,0.6,0.1,0.5,102,52,3,49,239.44625,127.6,6.941,120.659,5.25,1.8,0.6,1.2,7.74,3.44,0.98,2.46,10,4,1,3,34.236838,13.618055,5.391714996,8.226340004,0.317829457,0.228571428,1.904761901,2.347512255,1.087,2.77,1.04,1.176333333,2.604,16.3,11.8,5.35,7.3,3.65,0
Li3Y3Te2O12Eu1,Li3Y3Te2O12,Eu,3,1,298,611,395,https://doi.org/10.1016/j.jallcom.2012.11.118,mp-1211226,,0.6,0.1,0.5,102,52,3,49,239.44625,127.6,6.941,120.659,5.25,1.8,0.6,1.2,7.74,3.44,0.98,2.46,10,4,1,3,34.236838,13.618055,5.391714996,8.226340004,0.317829457,0.228571428,1.904761901,2.347512255,1.087,2.77,1.04,1.176333333,2.604,16.3,11.8,5.35,7.3,3.65,0
Na5W4O16Eu1,Na5W4O16,Eu,3,1,298,616,395,https://doi.org/10.1016/j.jlumin.2012.05.022,,,0.64,0.16,0.48,93,74,8,66,222.8291693,183.84,15.9994,167.8406,3.75,1.8,0.6,1.2,6.73,3.44,0.93,2.51,9,4,1,3,26.62116196,13.618055,5.13907696,8.47897804,0.372956909,0.319999999,2.399999994,2.396012573,1.087,3.44,1.16,1.161066667,2.7652,19.16,11.4,5.48,7.6,3.84,2.24
CaSEu0.01,CaS,Eu,2,0.01,298,663,351,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,0.5,0.5,0,36,20,16,4,72.143,40.078,32.065,8.013,2.8,1.8,1,0.8,3.58,2.58,1,1.58,6,4,2,2,16.47316547,10.36001,6.11315547,4.24685453,0.441340781,0.285714285,2.142857135,2.003972222,1.31,2.58,1.14,1.01,1.79,18,9,7,11,0,0
Ca0.8Sr0.2SEu0.01,Ca0.8Sr0.2S,Eu,2,0.01,298,662,351,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,0.5,0.1,0.4,74,38,16,22,159.763,87.62,32.065,55.555,4.8,2,1,1,4.53,2.58,0.95,1.63,8,4,2,2,22.16803292,10.36001,5.69486745,4.66514255,0.359823399,0.208333333,1.666666663,2.158959459,1.31,2.58,1.32,1.028,1.785,19.8,9,7.2,11.6,1,0
Ca0.5Sr0.5SEu0.01,Ca0.5Sr0.5S,Eu,2,0.01,298,656,351,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,0.5,0.25,0.25,74,38,16,22,159.763,87.62,32.065,55.555,4.8,2,1,1,4.53,2.58,0.95,1.63,8,4,2,2,22.16803292,10.36001,5.69486745,4.66514255,0.359823399,0.208333333,1.666666663,2.158959459,1.31,2.58,1.32,1.055,1.7775,22.5,9,7.5,12.5,2.5,0
Ca0.2Sr0.8SEu0.01,Ca0.2Sr0.8S,Eu,2,0.01,298,635,351,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,0.5,0.1,0.4,74,38,16,22,159.763,87.62,32.065,55.555,4.8,2,1,1,4.53,2.58,0.95,1.63,8,4,2,2,22.16803292,10.36001,5.69486745,4.66514255,0.359823399,0.208333333,1.666666663,2.158959459,1.31,2.58,1.32,1.082,1.77,25.2,9,7.8,13.4,4,0
SrSEu0.01,SrS,Eu,2,0.01,298,619,351,https://doi.org/10.1016/j.radmeas.2009.09.010,"mp-1087,mp-10627", icsd-651057 icsd-651060 icsd-659132 icsd-53941 icsd-182724 icsd-651062 icsd-290055 icsd-52112 icsd-28900 icsd-651059 icsd-30239 icsd-651061 icsd-164143 icsd-651056 icsd-651068 icsd-249177 icsd-651054 icsd-164144 icsd-52111,0.5,0.5,0,54,38,16,22,119.685,87.62,32.065,55.555,3,2,1,1,3.53,2.58,0.95,1.63,6,4,2,2,16.05487745,10.36001,5.69486745,4.66514255,0.461756373,0.333333332,1.999999993,2.216388888,1.31,2.58,1.32,1.1,1.765,27,9,8,14,5,0
Y1.95O2SEu0.05,Y1.95O2S,Eu,3,0.05,298,627,395,https://doi.org/10.1149/1.3501964,mp-12894, icsd-154582,0.404040404,0.202020202,0.202020202,63,39,8,31,136.97025,88.90585,15.9994,72.90645,3.4,1.8,0.6,1.2,7.24,3.44,1.22,2.22,9,4,1,3,30.195325,13.618055,6.21726,7.400795,0.306629834,0.352941175,2.647058816,2.174130952,1.087,3.01,1.04,1.096565657,2.391717172,21.82828283,10.87878788,6.767676768,10.72727273,4.333333333,0
Gd1.4MoO6Eu0.3,Gd1.4MoO6,Eu,3,0.3,298,610,360,https://doi.org/10.1039/C6RA25652J,mp-582797, icsd-62886,0.714285714,0.119047619,0.595238095,114,64,8,56,269.1894,157.25,15.9994,141.2506,3.85,1.8,0.6,1.2,6.8,3.44,1.2,2.24,10,5,1,4,26.860285,13.618055,6.1498,7.468255,0.329411764,0.311688311,2.597402591,2.361310526,1.087,3.44,1.075,1.171428571,2.914285714,21.38095238,12.64285714,5.928571429,9,5.285714286,1.166666667
Gd1.4MoO6Eu0.3,Gd1.4MoO6,Eu,3,0.3,298,610,463,https://doi.org/10.1039/C6RA25652J,mp-582797, icsd-62886,0.714285714,0.119047619,0.595238095,114,64,8,56,269.1894,157.25,15.9994,141.2506,3.85,1.8,0.6,1.2,6.8,3.44,1.2,2.24,10,5,1,4,26.860285,13.618055,6.1498,7.468255,0.329411764,0.311688311,2.597402591,2.361310526,1.087,3.44,1.075,1.171428571,2.914285714,21.38095238,12.64285714,5.928571429,9,5.285714286,1.166666667
SrLa1.5Mg2W2O12Eu0.5,SrLa1.5Mg2W2O12,Eu,3,0.5,298,613,464,https://doi.org/10.1016/j.ceramint.2013.01.013,mp-1223130,,0.648648649,0.054054054,0.594594595,189,74,8,66,450.66987,183.84,15.9994,167.8406,7.4,2,0.6,1.4,9.16,3.44,0.95,2.49,13,4,1,3,40.40008845,13.618055,5.5769,8.041155,0.271834061,0.189189189,1.756756754,2.384496667,1.087,3.44,1.172,1.159531532,2.768648649,21.16216216,11.59459459,6.054054054,8.756756757,4.837837838,1.513513514
SrLa1.5Mg2W2O12Eu0.5,SrLa1.5Mg2W2O12,Eu,3,0.5,298,613,395,https://doi.org/10.1016/j.ceramint.2013.01.013,mp-1223130,,0.648648649,0.054054054,0.594594595,189,74,8,66,450.66987,183.84,15.9994,167.8406,7.4,2,0.6,1.4,9.16,3.44,0.95,2.49,13,4,1,3,40.40008845,13.618055,5.5769,8.041155,0.271834061,0.189189189,1.756756754,2.384496667,1.087,3.44,1.172,1.159531532,2.768648649,21.16216216,11.59459459,6.054054054,8.756756757,4.837837838,1.513513514
Y2O3Eu0.05,Y2O3,Eu,3,0.05,298,615,466,https://doi.org/10.1016/j.ceramint.2013.01.013,"mp-2652,mp-558573,mp-754759,mp-775907,mp-775906,mp-13061,mp-777514,mp-1244949,mp-1245017,mp-1244888,mp-1245291,mp-1216050,mp-673247", icsd-290965 icsd-192862 icsd-181825 icsd-78581 icsd-27772 icsd-237970 icsd-186675 icsd-80033 icsd-66242 icsd-86813 icsd-85355 icsd-81861 icsd-41936 icsd-647653 icsd-86814 icsd-160890 icsd-193377 icsd-155173 icsd-290963 icsd-151761 icsd-181871 icsd-290961 icsd-26190 icsd-290960 icsd-193042 icsd-16394 icsd-66243 icsd-86817 icsd-184530 icsd-66730 icsd-193376 icsd-153500 icsd-77081 icsd-151760 icsd-290962 icsd-23811 icsd-185295 icsd-290964 icsd-41267 icsd-193374 icsd-193375 icsd-187274 icsd-82420 icsd-86815 icsd-181826 icsd-192863 icsd-160219 icsd-647650 icsd-160204 icsd-181827 icsd-192864,0.6,0.4,0.2,47,39,8,31,104.90525,88.90585,15.9994,72.90645,2.4,1.8,0.6,1.2,4.66,3.44,1.22,2.22,5,4,1,3,19.835315,13.618055,6.21726,7.400795,0.476394849,0.499999998,2.083333325,2.232026595,1.087,3.44,1.04,1.172,2.552,20.4,10.8,6.4,9.6,4.4,0
Y2O3Eu0.05,Y2O3,Eu,3,0.05,298,615,394,https://doi.org/10.1016/j.ceramint.2013.01.013,"mp-2652,mp-558573,mp-754759,mp-775907,mp-775906,mp-13061,mp-777514,mp-1244949,mp-1245017,mp-1244888,mp-1245291,mp-1216050,mp-673247", icsd-290965 icsd-192862 icsd-181825 icsd-78581 icsd-27772 icsd-237970 icsd-186675 icsd-80033 icsd-66242 icsd-86813 icsd-85355 icsd-81861 icsd-41936 icsd-647653 icsd-86814 icsd-160890 icsd-193377 icsd-155173 icsd-290963 icsd-151761 icsd-181871 icsd-290961 icsd-26190 icsd-290960 icsd-193042 icsd-16394 icsd-66243 icsd-86817 icsd-184530 icsd-66730 icsd-193376 icsd-153500 icsd-77081 icsd-151760 icsd-290962 icsd-23811 icsd-185295 icsd-290964 icsd-41267 icsd-193374 icsd-193375 icsd-187274 icsd-82420 icsd-86815 icsd-181826 icsd-192863 icsd-160219 icsd-647650 icsd-160204 icsd-181827 icsd-192864,0.6,0.4,0.2,47,39,8,31,104.90525,88.90585,15.9994,72.90645,2.4,1.8,0.6,1.2,4.66,3.44,1.22,2.22,5,4,1,3,19.835315,13.618055,6.21726,7.400795,0.476394849,0.499999998,2.083333325,2.232026595,1.087,3.44,1.04,1.172,2.552,20.4,10.8,6.4,9.6,4.4,0
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,298,611,273,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,348,611,273,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,398,611,273,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,448,611,273,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,498,611,273,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,298,700,393,https://doi.org/10.1038/srep42464,mp-23331, icsd-402349 icsd-36156 icsd-108873 icsd-86277 icsd-84519 icsd-69430 icsd-26787,0.631578947,0.157894737,0.473684211,105,83,8,75,253.0653,208.9804,15.9994,192.981,3.3,1.6,0.6,1,7.36,3.44,1.9,1.54,9,4,2,2,29.055251,13.618055,7.285516,6.332539,0.20923913,0.303030302,2.727272719,2.410145714,1.087,3.44,1.035,1.098947368,2.897894737,24.73684211,15.47368421,6,9.473684211,6.315789474,2.947368421
